instance,submission,model_name,A,B,C,D,E,F,raw_total,total_score,evidence_confidence,caps_or_flags,resolved
psf__requests-6028,20260217_mini-v2.0.0_gpt-5-2-high,openai/gpt-5.2-2025-12-11,10,12,18,8,7,8,63,63,medium,NO_BASELINE;NO_POST_FIX_TEST,False
psf__requests-6028,20260217_mini-v2.0.0_gpt-5-mini,openai/gpt-5-mini,4,2,3,0,3,4,16,16,medium,NO_BASELINE;NO_POST_FIX_TEST;WRONG_LAYER,False
psf__requests-6028,20260217_mini-v2.0.0_kimi-k2-5-high,moonshotai/kimi-k2.5,10,13,22,16,8,9,78,78,high,,False
psf__requests-6028,20260217_mini-v2.0.0_minimax-2-5-high,minimax/minimax-m2.5,7,5,3,5,6,7,33,33,medium,WRONG_LAYER;NO_POST_FIX_TEST,False
psf__requests-6028,20260901_mini-v2.4.2_gemini-3-5-flash,gemini-3-5-flash-fair,10.0,13.0,22.0,12.0,7.0,9.0,73.0,73.0,high,NO_BASELINE,True
pydata__xarray-3993,20260217_mini-v2.0.0_claude-4-5-opus-high,anthropic/claude-opus-4-5-20251101,13.5,14,23,18,9,10,87.5,87.5,high,,True
pydata__xarray-3993,20260217_mini-v2.0.0_claude-4-5-sonnet-high,anthropic/claude-sonnet-4-5-20250929,13.5,14,23,21,8,9,88.5,88.5,high,,True
pydata__xarray-3993,20260217_mini-v2.0.0_claude-4-6-opus,anthropic/claude-opus-4-6,14,14,23,22,9,9,91,91,high,,True
pydata__xarray-3993,20260217_mini-v2.0.0_gemini-3-flash-high,gemini/gemini-3-flash-preview,13,14,22,20,8,9,86,86,high,,False
pydata__xarray-3993,20260217_mini-v2.0.0_glm-5-high,z-ai/glm-5,12.0,13.0,21.0,18.0,8.0,9.0,81.0,81.0,high,,True
pydata__xarray-3993,20260217_mini-v2.0.0_gpt-5-2-high,openai/gpt-5.2-2025-12-11,13,14,23,16,9,10,85,85,high,,True
pydata__xarray-3993,20260217_mini-v2.0.0_gpt-5-mini,openai/gpt-5-mini,11,11,14,2,4,8,50,50,low,NO_BASELINE;NO_POST_FIX_TEST,False
pydata__xarray-3993,20260217_mini-v2.0.0_kimi-k2-5-high,moonshotai/kimi-k2.5,13,14,22,17,8,9,83,83,high,NO_BASELINE,True
pydata__xarray-3993,20260217_mini-v2.0.0_minimax-2-5-high,minimax/minimax-m2.5,10,9,19,3,6,8,55,55,low,NO_BASELINE;NO_POST_FIX_TEST,True
pydata__xarray-3993,20260901_mini-v2.4.2_gemini-3-5-flash,gemini-3-5-flash-fair,12.0,13.0,22.0,17.0,8.0,9.0,81.0,81.0,high,,True
pydata__xarray-4687,20260217_mini-v2.0.0_claude-4-5-opus-high,anthropic/claude-opus-4-5-20251101,11.0,12.0,18.0,14.0,8.0,9.0,72.0,72.0,high,,False
pydata__xarray-4687,20260217_mini-v2.0.0_claude-4-5-sonnet-high,anthropic/claude-sonnet-4-5-20250929,12.0,13.0,20.0,18.0,8.0,9.0,80.0,80.0,high,,False
pydata__xarray-4687,20260217_mini-v2.0.0_claude-4-6-opus,anthropic/claude-opus-4-6,13,14,20,18,9,10,84,84,high,,True
pydata__xarray-4687,20260217_mini-v2.0.0_gemini-3-flash-high,gemini/gemini-3-flash-preview,10,12,10,8,7,8,55,55,high,KNOWN_COUNTEREXAMPLE,False
pydata__xarray-4687,20260217_mini-v2.0.0_glm-5-high,z-ai/glm-5,12,13,20,16,5,8,74,74,medium,NO_POST_FIX_TEST,False
pydata__xarray-4687,20260217_mini-v2.0.0_gpt-5-2-high,openai/gpt-5.2-2025-12-11,11,12,19,13,8,9,72,72,high,,True
pydata__xarray-4687,20260217_mini-v2.0.0_gpt-5-mini,openai/gpt-5-mini,10.0,11.0,16.0,2.0,5.0,7.0,51.0,51.0,medium,NO_BASELINE;NO_POST_FIX_TEST,False
pydata__xarray-4687,20260217_mini-v2.0.0_kimi-k2-5-high,moonshotai/kimi-k2.5,12,13,22,20,7,9,83,83,high,,False
pydata__xarray-4687,20260217_mini-v2.0.0_minimax-2-5-high,minimax/minimax-m2.5,12,13,20,16,7,8,76,76,high,,False
pydata__xarray-4687,20260901_mini-v2.4.2_gemini-3-5-flash,gemini-3-5-flash-fair,12,14,22,18,9,10,85,85,high,,True
pydata__xarray-6461,20260217_mini-v2.0.0_claude-4-5-opus-high,anthropic/claude-opus-4-5-20251101,14,15,25,23,10,10,97,97,high,,True
pydata__xarray-6461,20260217_mini-v2.0.0_claude-4-5-sonnet-high,anthropic/claude-sonnet-4-5-20250929,14,15,24,22,10,10,95,95,high,,True
pydata__xarray-6461,20260217_mini-v2.0.0_claude-4-6-opus,anthropic/claude-opus-4-6,11,13,22,18,9,9,82,82,high,,True
pydata__xarray-6461,20260217_mini-v2.0.0_gemini-3-flash-high,gemini/gemini-3-flash-preview,11,12,18,14,5,7,67,67,high,,True
pydata__xarray-6461,20260217_mini-v2.0.0_glm-5-high,z-ai/glm-5,11,13,22,18,7,9,80,80,high,,True
pydata__xarray-6461,20260217_mini-v2.0.0_gpt-5-2-high,openai/gpt-5.2-2025-12-11,13,14,21,17,9,9,83,83,medium,,False
pydata__xarray-6461,20260217_mini-v2.0.0_gpt-5-mini,openai/gpt-5-mini,11,12,18,10,8,9,68,68,medium,NO_BASELINE,False
pydata__xarray-6461,20260217_mini-v2.0.0_kimi-k2-5-high,moonshotai/kimi-k2.5,9,8,12,2,5,10,46,46,low,NO_BASELINE;NO_POST_FIX_TEST,True
pydata__xarray-6461,20260217_mini-v2.0.0_minimax-2-5-high,minimax/minimax-m2.5,11.0,12.0,19.0,16.0,8.0,9.0,75.0,75.0,high,,True
pydata__xarray-6938,20260217_mini-v2.0.0_claude-4-5-opus-high,anthropic/claude-opus-4-5-20251101,12.5,14,22,16,8,9,81.5,81.5,high,,True
pydata__xarray-6938,20260217_mini-v2.0.0_claude-4-5-sonnet-high,anthropic/claude-sonnet-4-5-20250929,12,13,18,14,7,7,71,71,medium,NO_BASELINE,False
pydata__xarray-6938,20260217_mini-v2.0.0_gemini-3-flash-high,gemini/gemini-3-flash-preview,10,12,14,8,6,7,57,57,medium,NO_BASELINE,True
pydata__xarray-6938,20260217_mini-v2.0.0_glm-5-high,z-ai/glm-5,12,13,20,16,7,6,74,74,high,,False
pydata__xarray-6938,20260217_mini-v2.0.0_gpt-5-2-high,openai/gpt-5.2-2025-12-11,12.5,13,20,14,8,9,76.5,76.5,high,NO_BASELINE,False
pydata__xarray-6938,20260217_mini-v2.0.0_gpt-5-mini,openai/gpt-5-mini,11,13,18,14,6,6,68,68,high,UNRELATED_CHANGES,False
pydata__xarray-6938,20260217_mini-v2.0.0_kimi-k2-5-high,moonshotai/kimi-k2.5,12,13,20,14,7,9,75,75,medium,NO_BASELINE,False
pydata__xarray-6938,20260217_mini-v2.0.0_minimax-2-5-high,minimax/minimax-m2.5,12,14,18,15,8,9,76,76,medium,,True
pylint-dev__pylint-6386,20260217_mini-v2.0.0_claude-4-5-opus-high,anthropic/claude-opus-4-5-20251101,12,13,20,14,8,9,76,76,high,,False
pylint-dev__pylint-6386,20260217_mini-v2.0.0_claude-4-5-sonnet-high,anthropic/claude-sonnet-4-5-20250929,13,14,23,20,9,10,89,89,high,,True
pylint-dev__pylint-6386,20260217_mini-v2.0.0_claude-4-6-opus,anthropic/claude-opus-4-6,12,14,23,16,9,9,83,83,high,,False
pylint-dev__pylint-6386,20260217_mini-v2.0.0_gemini-3-flash-high,gemini/gemini-3-flash-preview,14,14,22,18,9,9,86,86,high,,True
pylint-dev__pylint-6386,20260217_mini-v2.0.0_glm-5-high,z-ai/glm-5,12.0,11.0,22.0,16.0,7.0,9.0,77.0,77.0,high,,False
pylint-dev__pylint-6386,20260217_mini-v2.0.0_gpt-5-2-high,openai/gpt-5.2-2025-12-11,12,14,22,18,9,10,85,85,medium,,True
pylint-dev__pylint-6386,20260217_mini-v2.0.0_gpt-5-mini,openai/gpt-5-mini,8,9,12,2,4,8,43,43,low,NO_BASELINE;NO_POST_FIX_TEST,False
pylint-dev__pylint-6386,20260217_mini-v2.0.0_kimi-k2-5-high,moonshotai/kimi-k2.5,12,14,22,14,8,9,79,79,medium,NO_BASELINE;NO_POST_FIX_TEST,False
pylint-dev__pylint-6386,20260217_mini-v2.0.0_minimax-2-5-high,minimax/minimax-m2.5,14,15,23,21,10,10,93,93,high,,False
pylint-dev__pylint-7080,20260217_mini-v2.0.0_claude-4-5-opus-high,anthropic/claude-opus-4-5-20251101,13,14,23,20,9,9,88,88,high,,False
pylint-dev__pylint-7080,20260217_mini-v2.0.0_claude-4-5-sonnet-high,anthropic/claude-sonnet-4-5-20250929,13.5,14,23,20,9,9,88.5,88.5,high,,False
pylint-dev__pylint-7080,20260217_mini-v2.0.0_claude-4-6-opus,anthropic/claude-opus-4-6,12.0,14.0,22.0,16.0,9.0,9.0,82.0,82.0,high,,False
pylint-dev__pylint-7080,20260217_mini-v2.0.0_gemini-3-flash-high,gemini/gemini-3-flash-preview,14,15,24,22,9,10,94,94,high,,True
pylint-dev__pylint-7080,20260217_mini-v2.0.0_glm-5-high,z-ai/glm-5,12,13,22,18,6,9,80,80,high,,False
pylint-dev__pylint-7080,20260217_mini-v2.0.0_gpt-5-2-high,openai/gpt-5.2-2025-12-11,12,13,20,12,7,8,72,72,medium,NO_BASELINE;NO_POST_FIX_TEST,False
pylint-dev__pylint-7080,20260217_mini-v2.0.0_gpt-5-mini,openai/gpt-5-mini,9,10,14,3,6,7,49,49,medium,NO_POST_FIX_TEST;NO_BASELINE,True
pylint-dev__pylint-7080,20260217_mini-v2.0.0_kimi-k2-5-high,moonshotai/kimi-k2.5,12,14,22,18,9,9,84,84,high,,False
pylint-dev__pylint-7080,20260217_mini-v2.0.0_minimax-2-5-high,minimax/minimax-m2.5,12,11,15,10,7,6,61,61,high,KNOWN_COUNTEREXAMPLE,True
pytest-dev__pytest-6197,20260217_mini-v2.0.0_claude-4-5-opus-high,anthropic/claude-opus-4-5-20251101,11,13,22,18,8,9,81,81,high,,True
pytest-dev__pytest-6197,20260217_mini-v2.0.0_claude-4-5-sonnet-high,anthropic/claude-sonnet-4-5-20250929,12,14,18,12,6,7,69,69,medium,NO_BASELINE,False
pytest-dev__pytest-6197,20260217_mini-v2.0.0_claude-4-6-opus,anthropic/claude-opus-4-6,12,14,23,22,9,10,90,90,high,,True
pytest-dev__pytest-6197,20260217_mini-v2.0.0_gemini-3-flash-high,gemini/gemini-3-flash-preview,11,12,16,10,7,8,64,64,medium,NO_BASELINE;NO_POST_FIX_TEST,True
pytest-dev__pytest-6197,20260217_mini-v2.0.0_glm-5-high,z-ai/glm-5,10,12,15,10,7,7,61,61,medium,NO_POST_FIX_TEST;MAIN_CASE_ONLY,True
pytest-dev__pytest-6197,20260217_mini-v2.0.0_gpt-5-2-high,openai/gpt-5.2-2025-12-11,12,13,14,10,6,8,63,63,high,KNOWN_COUNTEREXAMPLE,True
pytest-dev__pytest-6197,20260217_mini-v2.0.0_gpt-5-mini,openai/gpt-5-mini,10,9,3,2,5,2,31,31,medium,NO_POST_FIX_TEST;NO_BASELINE,False
pytest-dev__pytest-6197,20260217_mini-v2.0.0_kimi-k2-5-high,moonshotai/kimi-k2.5,11,12,16,14,8,8,69,69,medium,NO_BASELINE;NO_POST_FIX_TEST,False
pytest-dev__pytest-6197,20260217_mini-v2.0.0_minimax-2-5-high,minimax/minimax-m2.5,12,10,14,8,6,7,57,57,medium,KNOWN_COUNTEREXAMPLE,False
pytest-dev__pytest-7205,20260217_mini-v2.0.0_claude-4-5-opus-high,anthropic/claude-opus-4-5-20251101,13,13,22.5,19,9,10,86.5,86.5,high,,True
pytest-dev__pytest-7205,20260217_mini-v2.0.0_claude-4-5-sonnet-high,anthropic/claude-sonnet-4-5-20250929,12.0,13.0,22.0,14.0,8.0,9.0,78.0,78.0,medium,NO_BASELINE,True
pytest-dev__pytest-7205,20260217_mini-v2.0.0_claude-4-6-opus,anthropic/claude-opus-4-6,11,10,20,5,7,9,62,62,low,NO_BASELINE;NO_POST_FIX_TEST,True
pytest-dev__pytest-7205,20260217_mini-v2.0.0_gemini-3-flash-high,gemini/gemini-3-flash-preview,12,13,20,16,8,9,78,78,medium,NO_BASELINE,False
pytest-dev__pytest-7205,20260217_mini-v2.0.0_glm-5-high,z-ai/glm-5,12,13,22,14,7,9,77,77,medium,NO_BASELINE,False
pytest-dev__pytest-7205,20260217_mini-v2.0.0_gpt-5-mini,openai/gpt-5-mini,12,12,20,8,7,7,66,66,medium,NO_BASELINE;NO_POST_FIX_TEST,True
pytest-dev__pytest-7205,20260217_mini-v2.0.0_kimi-k2-5-high,moonshotai/kimi-k2.5,13,14,23,18,9,10,87,87,high,,True
pytest-dev__pytest-7205,20260217_mini-v2.0.0_minimax-2-5-high,minimax/minimax-m2.5,12.0,13.0,20.0,8.0,7.0,9.0,69.0,69.0,medium,NO_BASELINE;NO_POST_FIX_TEST,True
pytest-dev__pytest-7205,20260901_mini-v2.4.2_gemini-3-5-flash,gemini-3-5-flash-fair,14,15,24,24,10,10,97,97,high,,False
pytest-dev__pytest-7236,20260217_mini-v2.0.0_claude-4-5-opus-high,anthropic/claude-opus-4-5-20251101,12,14,22,12,5.5,9.5,75,75,medium,NO_BASELINE,True
pytest-dev__pytest-7236,20260217_mini-v2.0.0_claude-4-5-sonnet-high,anthropic/claude-sonnet-4-5-20250929,13,14,23,18,9,9,86,86,high,,True
pytest-dev__pytest-7236,20260217_mini-v2.0.0_claude-4-6-opus,anthropic/claude-opus-4-6,13,14,22,17,9,9,84,84,high,,True
pytest-dev__pytest-7236,20260217_mini-v2.0.0_gemini-3-flash-high,gemini/gemini-3-flash-preview,12,13,18,10,7,8,68,68,medium,NO_BASELINE,True
pytest-dev__pytest-7236,20260217_mini-v2.0.0_glm-5-high,z-ai/glm-5,11,12,20,14,6,9,72,72,medium,,True
pytest-dev__pytest-7236,20260217_mini-v2.0.0_gpt-5-2-high,openai/gpt-5.2-2025-12-11,10.0,11.0,14.0,2.0,5.0,7.0,49.0,49.0,medium,NO_POST_FIX_TEST;NO_BASELINE,True
pytest-dev__pytest-7236,20260217_mini-v2.0.0_gpt-5-mini,openai/gpt-5-mini,10,11,16,2,6,8,53,53,medium,NO_POST_FIX_TEST;NO_BASELINE,False
pytest-dev__pytest-7236,20260217_mini-v2.0.0_kimi-k2-5-high,moonshotai/kimi-k2.5,11,12,18,8,7,8,64,64,medium,NO_BASELINE,False
pytest-dev__pytest-7236,20260217_mini-v2.0.0_minimax-2-5-high,minimax/minimax-m2.5,10,11,16,5,6,8,56,56,medium,NO_BASELINE;NO_POST_FIX_TEST,True
pytest-dev__pytest-7236,20260901_mini-v2.4.2_gemini-3-5-flash,gemini-3-5-flash-fair,13,14,22,18,9,9,85,85,high,,True
pytest-dev__pytest-7324,20260217_mini-v2.0.0_claude-4-5-opus-high,anthropic/claude-opus-4-5-20251101,13,14,22,18,9,10,86,86,high,,True
pytest-dev__pytest-7324,20260217_mini-v2.0.0_claude-4-5-sonnet-high,anthropic/claude-sonnet-4-5-20250929,11.0,12.0,20.0,14.0,8.0,7.0,72.0,72.0,medium,NO_BASELINE;NO_POST_FIX_TEST,True
pytest-dev__pytest-7324,20260217_mini-v2.0.0_claude-4-6-opus,anthropic/claude-opus-4-6,13,14,22,22,9,8,88,88,high,,True
pytest-dev__pytest-7324,20260217_mini-v2.0.0_gemini-3-flash-high,gemini/gemini-3-flash-preview,12,14,21,18,8,9,82,82,high,,True
pytest-dev__pytest-7324,20260217_mini-v2.0.0_glm-5-high,z-ai/glm-5,12,14,23,18,9,10,86,86,high,NO_POST_FIX_TEST,False
pytest-dev__pytest-7324,20260217_mini-v2.0.0_gpt-5-2-high,openai/gpt-5.2-2025-12-11,13,14.5,23,17,9,10,86.5,86.5,high,,True
pytest-dev__pytest-7324,20260217_mini-v2.0.0_gpt-5-mini,openai/gpt-5-mini,10,9,18,3,5,9,54,54,low,NO_BASELINE;NO_POST_FIX_TEST,False
pytest-dev__pytest-7324,20260217_mini-v2.0.0_kimi-k2-5-high,moonshotai/kimi-k2.5,10,12,18,12,7,8,67,67,medium,NO_BASELINE;NO_POST_FIX_TEST,False
pytest-dev__pytest-7324,20260217_mini-v2.0.0_minimax-2-5-high,minimax/minimax-m2.5,14,14,24,23,10,10,95,95,high,,False
pytest-dev__pytest-7324,20260901_mini-v2.4.2_gemini-3-5-flash,gemini-3-5-flash-fair,13,14,23,22,9,10,91,91,high,,True
pytest-dev__pytest-7490,20260217_mini-v2.0.0_claude-4-5-opus-high,anthropic/claude-opus-4-5-20251101,12,13,20,14,7,9,75,75,medium,NO_BASELINE,True
pytest-dev__pytest-7490,20260217_mini-v2.0.0_claude-4-5-sonnet-high,anthropic/claude-sonnet-4-5-20250929,12,14,21,18,8,9,82,82,high,,True
pytest-dev__pytest-7490,20260217_mini-v2.0.0_claude-4-6-opus,anthropic/claude-opus-4-6,12,14,22,16,9,10,83,83,medium,NO_BASELINE,False
pytest-dev__pytest-7490,20260217_mini-v2.0.0_gemini-3-flash-high,gemini/gemini-3-flash-preview,12,13,20,18,8,9,80,80,high,,False
pytest-dev__pytest-7490,20260217_mini-v2.0.0_glm-5-high,z-ai/glm-5,14,15,24,20,9,10,92,92,medium,NO_BASELINE,False
pytest-dev__pytest-7490,20260217_mini-v2.0.0_gpt-5-2-high,openai/gpt-5.2-2025-12-11,14,14,22,17,10,10,87,87,high,,True
pytest-dev__pytest-7490,20260217_mini-v2.0.0_gpt-5-mini,openai/gpt-5-mini,10.0,9.0,12.0,2.0,3.0,6.0,42.0,42.0,low,NO_BASELINE;NO_POST_FIX_TEST,False
pytest-dev__pytest-7490,20260217_mini-v2.0.0_kimi-k2-5-high,moonshotai/kimi-k2.5,12,13,22,16,8,9,80,80,high,,False
pytest-dev__pytest-7490,20260217_mini-v2.0.0_minimax-2-5-high,minimax/minimax-m2.5,11,12,17,10,7,8,65,65,medium,NO_BASELINE,False
pytest-dev__pytest-7490,20260901_mini-v2.4.2_gemini-3-5-flash,gemini-3-5-flash-fair,10,12,18,16,9,9,74,74,high,,True
scikit-learn__scikit-learn-14087,20260217_mini-v2.0.0_claude-4-5-opus-high,anthropic/claude-opus-4-5-20251101,12,14,22,20,9,10,87,87,high,,True
scikit-learn__scikit-learn-14087,20260217_mini-v2.0.0_claude-4-5-sonnet-high,anthropic/claude-sonnet-4-5-20250929,12,14,23,16,8,9,82,82,medium,NO_BASELINE;NO_POST_FIX_TEST,False
scikit-learn__scikit-learn-14087,20260217_mini-v2.0.0_claude-4-6-opus,anthropic/claude-opus-4-6,12.0,13.0,22.0,18.0,7.0,9.0,81.0,81.0,high,,True
scikit-learn__scikit-learn-14087,20260217_mini-v2.0.0_gemini-3-flash-high,gemini/gemini-3-flash-preview,10,11,16,3,4,8,52,52,medium,NO_BASELINE;NO_POST_FIX_TEST,False
scikit-learn__scikit-learn-14087,20260217_mini-v2.0.0_glm-5-high,z-ai/glm-5,10,8,12,2,3,6,41,41,high,NO_BASELINE;NO_POST_FIX_TEST,False
scikit-learn__scikit-learn-14087,20260217_mini-v2.0.0_gpt-5-2-high,openai/gpt-5.2-2025-12-11,11,13,17,2,7,9,59,59,low,NO_BASELINE;NO_POST_FIX_TEST,False
scikit-learn__scikit-learn-14087,20260217_mini-v2.0.0_gpt-5-mini,openai/gpt-5-mini,8.0,10.0,14.0,0.0,6.0,8.0,46.0,46.0,medium,NO_POST_FIX_TEST;NO_BASELINE,False
scikit-learn__scikit-learn-14087,20260217_mini-v2.0.0_kimi-k2-5-high,moonshotai/kimi-k2.5,12,14,22,8,7,9,72,72,medium,NO_BASELINE;NO_POST_FIX_TEST,False
scikit-learn__scikit-learn-14087,20260217_mini-v2.0.0_minimax-2-5-high,minimax/minimax-m2.5,12.0,13.0,18.0,5.0,6.0,8.0,62.0,62.0,medium,NO_BASELINE;NO_POST_FIX_TEST,False
scikit-learn__scikit-learn-14087,20260901_mini-v2.4.2_gemini-3-5-flash,gemini-3-5-flash-fair,11,13,22,18,9,9,82,82,high,,True
scikit-learn__scikit-learn-14629,20260217_mini-v2.0.0_claude-4-5-opus-high,anthropic/claude-opus-4-5-20251101,11,10,16,3,5,8,53,53,low,NO_BASELINE;NO_POST_FIX_TEST,True
scikit-learn__scikit-learn-14629,20260217_mini-v2.0.0_claude-4-5-sonnet-high,anthropic/claude-sonnet-4-5-20250929,10,11,18,5,5,8,57,57,medium,NO_BASELINE;NO_POST_FIX_TEST,False
scikit-learn__scikit-learn-14629,20260217_mini-v2.0.0_claude-4-6-opus,anthropic/claude-opus-4-6,10.0,12.0,18.0,8.0,5.0,8.0,61.0,61.0,medium,NO_BASELINE,True
scikit-learn__scikit-learn-14629,20260217_mini-v2.0.0_gemini-3-flash-high,gemini/gemini-3-flash-preview,11,12,15,3,4,8,53,53,medium,NO_BASELINE;NO_POST_FIX_TEST,True
scikit-learn__scikit-learn-14629,20260217_mini-v2.0.0_glm-5-high,z-ai/glm-5,11,11,20,5,3,7,57,57,medium,NO_BASELINE;NO_POST_FIX_TEST,True
scikit-learn__scikit-learn-14629,20260217_mini-v2.0.0_gpt-5-2-high,openai/gpt-5.2-2025-12-11,12.0,11.0,16.0,3.0,6.0,8.0,56.0,56.0,medium,NO_BASELINE;NO_POST_FIX_TEST,True
scikit-learn__scikit-learn-14629,20260217_mini-v2.0.0_gpt-5-mini,openai/gpt-5-mini,10.0,11.0,12.0,0.0,4.0,2.0,39.0,39.0,medium,UNRELATED_CHANGES;NO_POST_FIX_TEST,False
scikit-learn__scikit-learn-14629,20260217_mini-v2.0.0_kimi-k2-5-high,moonshotai/kimi-k2.5,10,11,16,3,4,8,52,52,medium,NO_BASELINE;NO_POST_FIX_TEST,True
scikit-learn__scikit-learn-14629,20260217_mini-v2.0.0_minimax-2-5-high,minimax/minimax-m2.5,11,11,18,2,6,8,56,56,medium,NO_BASELINE;NO_POST_FIX_TEST,True
scikit-learn__scikit-learn-14629,20260901_mini-v2.4.2_gemini-3-5-flash,gemini-3-5-flash-fair,11.0,13.0,20.0,16.0,9.0,9.0,78.0,78.0,high,,True
scikit-learn__scikit-learn-25102,20260217_mini-v2.0.0_claude-4-5-opus-high,anthropic/claude-opus-4-5-20251101,10,10,14,5,5,7,51,51,medium,NO_BASELINE;NO_POST_FIX_TEST,True
scikit-learn__scikit-learn-25102,20260217_mini-v2.0.0_claude-4-5-sonnet-high,anthropic/claude-sonnet-4-5-20250929,10,11,18,10,5,6,60,60,medium,NO_BASELINE;NO_POST_FIX_TEST,True
scikit-learn__scikit-learn-25102,20260217_mini-v2.0.0_claude-4-6-opus,anthropic/claude-opus-4-6,13,14,22,17,5,9,80,80,high,NO_BASELINE,True
scikit-learn__scikit-learn-25102,20260217_mini-v2.0.0_gemini-3-flash-high,gemini/gemini-3-flash-preview,10,6,12,3,2,6,39,39,low,NO_BASELINE;NO_POST_FIX_TEST,False
scikit-learn__scikit-learn-25102,20260217_mini-v2.0.0_glm-5-high,z-ai/glm-5,10,8,12,3,3,7,43,43,low,NO_BASELINE;NO_POST_FIX_TEST,False
scikit-learn__scikit-learn-25102,20260217_mini-v2.0.0_gpt-5-2-high,openai/gpt-5.2-2025-12-11,10,10,16,2,4,7,49,49,medium,NO_BASELINE;NO_POST_FIX_TEST,False
scikit-learn__scikit-learn-25102,20260217_mini-v2.0.0_gpt-5-mini,openai/gpt-5-mini,8.0,6.0,10.0,0.0,3.0,5.0,32.0,32.0,medium,NO_POST_FIX_TEST;NO_BASELINE,False
scikit-learn__scikit-learn-25102,20260217_mini-v2.0.0_kimi-k2-5-high,moonshotai/kimi-k2.5,12,12,20,21,10,10,85,85,high,,True
scikit-learn__scikit-learn-25102,20260217_mini-v2.0.0_minimax-2-5-high,minimax/minimax-m2.5,10,8,3,2,0,0,23,23,high,EMPTY_PATCH;NO_POST_FIX_TEST,False
sphinx-doc__sphinx-10673,20260217_mini-v2.0.0_claude-4-5-opus-high,anthropic/claude-opus-4-5-20251101,12,13,22,18,9,9,83,83,high,,True
sphinx-doc__sphinx-10673,20260217_mini-v2.0.0_claude-4-5-sonnet-high,anthropic/claude-sonnet-4-5-20250929,14,14,23,22,9,9,91,91,high,,True
sphinx-doc__sphinx-10673,20260217_mini-v2.0.0_claude-4-6-opus,anthropic/claude-opus-4-6,13,13.5,22.5,19.5,8.5,9,86,86,high,,True
sphinx-doc__sphinx-10673,20260217_mini-v2.0.0_gemini-3-flash-high,gemini/gemini-3-flash-preview,12,13,20,14,7,9,75,75,high,,True
sphinx-doc__sphinx-10673,20260217_mini-v2.0.0_glm-5-high,z-ai/glm-5,12,13,18,18,4,6,71,71,high,,True
sphinx-doc__sphinx-10673,20260217_mini-v2.0.0_gpt-5-2-high,openai/gpt-5.2-2025-12-11,12.5,14,22,18,9,9,84.5,84.5,high,,False
sphinx-doc__sphinx-10673,20260217_mini-v2.0.0_gpt-5-mini,openai/gpt-5-mini,7,8,12,5,6,9,47,47,low,NO_POST_FIX_TEST,True
sphinx-doc__sphinx-10673,20260217_mini-v2.0.0_kimi-k2-5-high,moonshotai/kimi-k2.5,12,13,20,18,7,9,79,79,high,,True
sphinx-doc__sphinx-10673,20260217_mini-v2.0.0_minimax-2-5-high,minimax/minimax-m2.5,12,14,22,18,9,9,84,84,high,,False
sphinx-doc__sphinx-10673,20260901_mini-v2.4.2_gemini-3-5-flash,gemini-3-5-flash-fair,13,14,22,20,9,10,88,88,high,,False
sphinx-doc__sphinx-7454,20260217_mini-v2.0.0_claude-4-5-opus-high,anthropic/claude-opus-4-5-20251101,10,12,18,8,5,8,61,61,medium,NO_BASELINE;NO_POST_FIX_TEST,True
sphinx-doc__sphinx-7454,20260217_mini-v2.0.0_claude-4-5-sonnet-high,anthropic/claude-sonnet-4-5-20250929,12,14,20,16,8,9,79,79,high,,False
sphinx-doc__sphinx-7454,20260217_mini-v2.0.0_claude-4-6-opus,anthropic/claude-opus-4-6,13,14,22,20,9,9,87,87,high,,True
sphinx-doc__sphinx-7454,20260217_mini-v2.0.0_gemini-3-flash-high,gemini/gemini-3-flash-preview,12,13,18,14,7,8,72,72,medium,,False
sphinx-doc__sphinx-7454,20260217_mini-v2.0.0_glm-5-high,z-ai/glm-5,14,15,23,20,8,10,90,90,high,,True
sphinx-doc__sphinx-7454,20260217_mini-v2.0.0_gpt-5-2-high,openai/gpt-5.2-2025-12-11,13,14,23,20,8,9,87,87,high,,True
sphinx-doc__sphinx-7454,20260217_mini-v2.0.0_gpt-5-mini,openai/gpt-5-mini,11,12,14,2,4,7,50,50,medium,NO_POST_FIX_TEST;PIPE_MASKED,False
sphinx-doc__sphinx-7454,20260217_mini-v2.0.0_kimi-k2-5-high,moonshotai/kimi-k2.5,14,14,23,20,9,9,89,89,high,,True
sphinx-doc__sphinx-7454,20260217_mini-v2.0.0_minimax-2-5-high,minimax/minimax-m2.5,14,14,23,20,9,9,89,89,high,,True
sphinx-doc__sphinx-7454,20260901_mini-v2.4.2_gemini-3-5-flash,gemini-3-5-flash-fair,14,14,23,18,9,9,87,87,high,,True
sphinx-doc__sphinx-7985,20260217_mini-v2.0.0_claude-4-5-opus-high,anthropic/claude-opus-4-5-20251101,10,11,14,5,5,8,53,53,medium,NO_BASELINE;NO_POST_FIX_TEST,False
sphinx-doc__sphinx-7985,20260217_mini-v2.0.0_claude-4-5-sonnet-high,anthropic/claude-sonnet-4-5-20250929,13,14,22,20,8,9,86,86,high,,False
sphinx-doc__sphinx-7985,20260217_mini-v2.0.0_claude-4-6-opus,anthropic/claude-opus-4-6,12.0,13.0,20.0,16.0,9.0,9.0,79.0,79.0,high,,False
sphinx-doc__sphinx-7985,20260217_mini-v2.0.0_gemini-3-flash-high,gemini/gemini-3-flash-preview,12,13,18,14,6,8,71,71,high,,True
